mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
-409.64825,68.78622,-34.974365,-5.765775,-17.579481,20.405985,2.0159566,10.652661,-0.25269237,9.237353,2.3512,6.5589,1.14997,1
-421.206,58.639442,-25.469122,-15.860138,-19.723751,19.328835,3.5024202,14.839916,-4.5637965,7.0304546,-2.0804842,2.5006468,-2.132419,1
-405.42282,53.18413,-30.788181,-20.63109,-14.192979,22.859957,10.284641,13.681663,0.6231806,11.887666,2.7876682,5.5928416,-4.0583963,1
-418.03998,28.72843,-28.358551,2.9966674,-19.376223,26.38921,8.119802,14.109516,0.40878174,9.484886,0.4618356,5.8785386,-1.1191081,1
-451.60678,48.425026,-41.6415,-1.0371615,-15.304682,20.78395,13.463475,19.173111,7.6250253,11.015041,2.37944,5.1309423,2.002202,1
-432.3118,24.549246,-32.9176,-7.417011,-4.985268,24.104847,11.945811,13.003758,4.673693,12.939421,-0.17188479,4.999933,-3.9305856,1
-435.92654,66.166985,-43.996777,-12.688141,-7.129507,18.585255,3.292375,10.774991,0.99120206,14.161447,5.1469903,7.4251204,-2.1141653,1
-432.42902,40.707275,-39.939335,-1.9076128,-8.197731,24.837732,7.069417,11.54053,4.7508445,13.222933,3.5123339,4.80606,-5.005527,1
-393.59457,6.910916,-42.42451,-1.1254045,-13.418667,27.345417,7.9613075,14.213184,6.1235676,11.224937,-2.9547043,6.535969,-0.3975473,1
-419.55875,49.08917,-36.14983,-13.557048,-8.397504,15.737123,-2.4243023,12.767883,0.7437851,7.9320164,-1.0811089,4.88889,-0.7646475,1
-415.37753,46.052887,-43.681915,-11.42108,-11.779912,18.563036,8.407534,14.990536,7.1499496,6.4470024,1.9060371,4.65985,-0.2776312,1
-392.21304,30.880032,-25.22241,-8.304863,-25.691721,23.993778,-3.791892,16.132984,-0.39363483,5.7149363,-3.7283719,2.8928697,0.8602937,1
-386.51544,39.070972,-32.234768,-8.287252,-13.489996,28.56919,1.8056402,12.852204,5.936349,10.837802,4.432749,4.8420644,1.6761676,1
-399.74606,74.90298,-14.427924,-7.489427,-4.869636,17.228252,6.175888,15.274176,0.66606754,8.742338,3.204406,6.857317,0.8282519,1
-367.91788,33.284256,-42.563873,-17.45474,-23.401062,14.040598,-4.7276998,9.0466795,-0.93081594,7.5239754,4.554811,11.4211445,8.07493,1
-349.31323,26.042805,-42.11594,-11.482135,-20.73821,18.243511,-3.8140006,11.471496,1.663092,5.71788,5.1461444,9.445107,5.314214,1
-404.76822,47.33581,-49.075035,-9.779339,-12.045449,21.322496,-0.885885,10.589773,2.883881,0.8931744,2.4868128,11.295488,3.5624368,1
-358.2454,19.626602,-54.832016,-6.9461894,-15.720679,23.758854,-2.7800682,13.978464,2.6671898,6.32668,2.0476432,9.100438,3.8376071,1
-421.163,79.01337,-33.64686,-17.231432,-3.646577,11.2424135,-12.185476,8.095459,0.103272304,7.3852816,5.1736956,7.5835414,1.7938604,1
-438.1642,105.600136,-40.523544,-49.065224,-6.2514133,22.514832,-7.0530515,0.3281565,-1.0544804,5.223448,4.843189,13.397062,10.404752,1
-423.54993,92.475914,-46.275146,-36.941742,-15.812513,11.475318,-3.7940123,12.88888,-0.8921928,6.013729,3.7177894,13.677233,10.522984,1
-426.77396,62.385303,-35.900566,-14.441502,-8.515258,23.112745,7.145452,14.066512,3.2522142,4.4560976,-1.7689646,3.137826,0.28334492,1
-443.98746,72.16944,-51.216396,-16.123198,-6.2184677,14.238023,1.9704299,13.01349,4.160432,10.396091,2.052061,8.549309,3.8180418,1
-417.60184,73.94013,-55.773968,-14.215434,-13.092347,14.903749,-6.6075635,9.654602,-1.7969755,6.9112,2.9490583,4.114815,7.023106,1
-415.0263,51.357567,-34.877384,-8.549034,-11.300626,16.030247,-0.24807096,18.52707,2.6080499,10.777797,1.6141105,4.2459884,-4.1571264,1
-449.55722,68.14058,-59.424107,-12.887053,-3.1938877,24.313047,5.0003247,11.263699,0.9477762,5.5687604,6.2949247,7.1171575,2.1719685,1
-437.1567,48.94006,-38.682655,-11.174245,-3.8356586,16.756535,1.4868377,15.5950985,2.3492389,10.041342,4.358885,3.4112263,-2.3940523,1
-426.09625,37.11243,-39.88496,-9.338762,-7.651446,21.201935,4.063367,13.96666,3.1626782,9.507912,1.4603868,3.4882522,-1.5141269,1
-469.58926,55.267628,-18.885494,-31.593739,13.028891,33.797543,-6.1978836,20.449764,11.691066,2.0782375,-4.8110642,5.217732,-4.142824,1
-452.31992,80.522865,-22.382467,-18.847076,-0.038061935,15.404614,-2.1615174,9.91788,1.1979308,2.8123817,-2.8953621,4.034819,-3.8426313,1
-463.22696,52.522305,-32.820713,-11.769304,-4.8927836,15.515449,-0.038146134,16.597677,2.6005807,4.617144,7.5971985,5.791689,-2.560906,1
-490.37967,73.057785,-39.068504,-26.120008,13.343899,21.286572,-1.9479992,19.91386,8.626735,8.793646,2.748714,7.085981,-1.5730627,1
-484.37555,64.03535,-52.43992,-23.536705,12.104226,21.739374,8.934954,20.877478,12.426289,9.806345,0.9065433,8.454073,-0.32334325,1
-449.95163,45.290962,-32.46441,-22.438139,8.590971,21.517658,9.172675,19.013023,12.5689745,6.512246,-2.2276883,12.58859,0.3665016,1
-429.97192,40.67211,-39.905342,-12.327839,-4.2912846,9.533423,9.161768,14.678891,0.048184376,9.508172,4.721422,3.8636038,-2.0851274,1
-410.60464,42.82658,-36.96791,-8.155915,-9.418144,22.681454,2.6755214,19.911045,0.22926632,12.259002,1.5348929,5.8628335,-1.6719524,1
-448.55844,67.511734,-55.39709,-11.879855,-9.561053,7.698065,4.25518,15.831819,1.8152199,8.415645,6.892189,3.5677717,-2.6936512,1
-430.72888,46.58668,-23.601099,-8.437974,6.5854163,16.946182,-0.2177779,13.31973,5.9988093,1.6765356,-7.301897,5.622091,-0.18358055,1
-444.6018,19.40939,-48.108578,-4.6887584,9.453115,26.70115,4.891788,15.928894,10.538045,8.067387,-4.4884624,5.8908267,0.5216712,1
-472.0268,50.33525,-41.05332,-17.465223,4.525202,21.744524,3.2735825,17.701996,13.015359,5.242494,0.96311545,9.421088,1.0921276,1
-444.01358,39.509457,-35.062744,-2.7331135,9.256037,25.06018,4.47594,12.641258,6.1715846,3.3678904,-7.5819836,10.554938,2.7805183,1
-492.12222,51.60676,-38.527596,-21.603615,9.031764,26.946735,10.164707,19.76547,11.834443,6.1452107,-0.40498045,8.835793,1.2722435,1
-468.67038,39.370728,-38.870712,-17.74309,14.991555,23.449194,10.901309,24.245165,7.9356155,4.0541797,1.8761827,10.932646,1.9539603,1
-457.79892,32.926964,-29.71557,-7.0810676,1.0514632,24.710018,4.5512424,13.542297,5.6587214,3.405617,-0.24784148,10.087938,0.07828333,1
-481.71866,61.61789,-50.50753,-14.130276,4.234587,15.56861,7.3407884,20.852423,-0.40198082,4.9399633,5.493295,2.1826644,-1.1051693,1
-480.469,47.794632,-41.31651,-28.972055,15.14707,30.323505,2.1925497,19.673336,10.648552,3.8583047,-2.3819797,8.2944765,1.3570172,1
-427.01334,62.290382,-42.65362,-11.676916,-7.1937814,18.536737,1.6201173,14.266556,0.9362809,10.14685,0.87807906,3.7999065,-1.9229134,1
-459.51593,29.334433,-31.140745,-25.462849,13.637244,38.54061,5.8998337,16.062153,14.17947,7.889333,-4.5761347,15.876655,-0.51912665,1
-477.50443,44.22335,-47.57218,-27.13374,1.1843823,35.877483,6.6798835,15.413051,14.168285,8.230752,-0.49264473,16.392628,1.0075332,1
-474.31683,45.876507,-50.946396,-33.420372,11.712568,31.411362,6.51239,26.20657,6.9307504,6.5305243,-3.2172775,14.432097,0.11130327,1
-474.9529,53.038086,-38.74019,-18.436977,9.892865,29.215643,4.1438303,14.133851,11.0084505,4.1553283,-1.4371141,9.365372,1.1817881,1
-456.13617,55.64944,-49.46006,-15.226773,0.41859034,14.832385,7.668995,18.517595,0.93563443,7.337599,7.261333,5.1932445,1.0148546,1
-449.15417,23.51717,-30.099834,-21.521236,6.1403937,33.614323,1.6184589,15.183537,9.496144,3.1006632,-3.9668581,9.296208,0.63232064,1
-477.08286,47.778614,-48.458553,-15.388353,12.410435,34.193363,8.237056,17.838491,8.189168,4.012416,-2.6487129,9.83671,1.9308984,1
-455.53644,55.35965,-35.171673,-16.588034,4.4756446,14.614341,6.7118464,20.94678,-0.09247548,5.8519626,4.819162,2.972663,-1.7181888,1
-461.28696,50.342987,-21.441738,-17.411877,4.6604123,29.312378,0.60004395,8.230128,8.203635,4.9691396,-3.3114612,9.3168335,-0.36799797,1
-475.82758,49.747692,-38.73015,-11.965316,9.275355,37.952206,9.025794,13.623283,8.519438,1.4271234,-5.7812243,6.953379,5.094062,1
-409.03796,45.795135,-36.664314,-10.808581,-13.772436,16.955341,-1.1154996,17.273563,2.6687863,5.3991823,-2.876064,5.1237006,-2.1341581,1
-445.87354,47.17221,-53.284416,-19.58943,4.223306,13.556178,5.748468,18.72117,-3.0987043,6.281675,4.554972,4.541788,-0.43820226,1
-465.25714,30.460293,-37.308594,-21.44247,16.078447,29.66621,6.966077,18.527945,6.274334,5.159091,0.6951134,7.8732977,-0.05056425,1
-486.1112,43.988567,-43.718533,-18.293978,15.469522,30.023188,10.539423,23.688211,12.328387,6.878867,-1.0911243,11.535746,5.100353,1
-496.53024,40.878345,-42.487167,-25.706247,16.089931,31.951426,13.852771,20.607092,9.567887,2.9021509,0.38816082,7.632024,-0.5108357,1
-482.12726,43.212635,-23.754719,-15.721426,15.714636,33.516678,5.358166,13.85288,8.454687,2.4801817,-4.035138,7.4190154,0.29117557,1
-469.6765,38.840023,-40.16722,-13.823121,3.1580956,13.226579,11.765326,22.081285,-0.7786586,10.814111,6.649788,7.9617677,1.3106765,1
-477.08975,65.2398,-51.95004,-20.549648,-1.5663254,10.5775585,10.233203,21.321716,-1.9668909,7.6159973,7.673343,5.859866,1.9695699,1
-495.93787,44.52035,-42.658455,-27.673964,6.9691663,27.549452,8.573658,19.649178,8.253272,2.313584,1.0563759,10.639757,2.2006226,1
-460.88733,71.52491,-35.024673,-31.586304,-1.9039999,14.192395,4.421988,18.744007,12.617475,3.881958,-0.8380296,-1.2520117,-6.728985,1
-411.17603,104.58176,-17.520853,-23.004267,2.6822257,20.547993,-0.70815146,14.68029,2.857704,1.0173769,-6.141413,1.792594,-6.593259,1
-441.0666,48.059494,-35.60936,-2.652989,-7.1088667,29.010319,8.458407,19.019087,2.9511185,2.593311,1.5660659,1.9138918,-4.237304,1
-479.3909,17.841072,-40.9168,-12.802426,-0.39561763,33.08805,11.546925,26.994766,5.8076396,11.339117,-2.550269,11.256684,1.4857852,1
-471.9693,36.488205,-34.25092,-12.206673,8.350954,28.005508,5.480379,19.068693,11.465756,5.5486336,1.7495738,9.57211,0.13220093,1
-460.33087,42.30916,-42.722927,-10.068591,13.245561,30.475254,3.9719093,18.307608,15.482753,1.762025,-4.166514,11.577939,1.1597339,1
-452.42337,43.73156,-40.03295,-10.100325,-3.9237342,14.766069,8.77324,20.184399,1.3281915,9.425717,4.582392,6.2062073,-1.9370962,1
-448.51282,22.749342,-32.396614,-20.12898,7.752375,22.46511,6.5523415,19.908794,5.0386972,0.9075712,-1.7661383,8.279699,0.042619675,1
-429.29022,30.38999,-37.6581,-14.947066,-4.5077252,13.041524,8.548653,17.98734,-3.9390588,6.7700186,-0.27082726,2.76197,-3.1695955,1
-468.16803,38.2481,-37.01504,-13.704127,10.699343,30.282701,3.4907556,20.047688,11.711612,6.5573683,1.117797,11.939215,3.4184706,1
-508.73605,46.850346,-31.202366,-16.8255,14.632415,22.90196,4.418059,22.454216,13.581784,7.574108,-0.86118543,8.545119,1.6088424,1
-466.5028,21.062286,-23.777819,-25.248432,4.4104643,26.798159,4.969594,25.843454,13.972115,4.4434156,-4.526882,12.180958,2.5571012,1
-417.40878,70.159515,-52.21695,-15.039741,0.36509857,10.007619,-1.0034279,13.771415,0.4514096,5.3436723,3.0451856,6.018445,-4.1055136,1
-463.32736,6.4002557,-27.88636,-8.589772,1.5442706,19.500866,13.076289,20.006931,1.8559769,10.883375,4.1477914,6.3588004,2.1330392,1
-454.75424,26.304813,-25.900013,-22.96022,-0.26284012,29.670254,2.5923223,23.340544,8.626396,2.7575696,-6.5092745,8.555481,2.802913,1
-497.01715,39.49392,-44.308792,-18.710354,9.005702,29.324753,3.5726168,17.389172,11.148934,5.5191994,-1.8341662,7.6307535,-0.36384916,1
-471.82498,6.7055044,-34.644028,-12.99458,-0.9742576,18.659548,15.673193,21.238415,4.813416,10.501272,1.8592757,8.803536,1.0765489,1
-465.5751,24.920547,-43.67527,-13.347517,4.787803,28.96733,11.969571,24.681774,11.305954,6.081976,-0.9604325,10.933895,4.656509,1
-467.12183,36.777847,-16.878565,-5.17377,14.475312,30.825163,3.02665,17.886677,4.477683,5.302975,-0.53471816,10.660992,3.0459685,1
-437.24033,3.8692667,-47.147762,-6.644622,-5.1392574,13.422574,11.969945,24.84452,-0.1745812,13.133351,11.072645,6.3572416,-1.3142532,1
-435.65216,16.066969,-19.590225,-14.7767,12.104966,32.974857,1.2306799,21.308783,2.6239798,2.7604227,-0.52964944,6.949608,-1.2690066,1
-419.9989,4.781202,-51.863182,-2.2252514,-0.96561813,8.93618,7.9272566,21.112118,1.1954051,7.597778,5.7122126,11.044953,2.311097,1
-433.3259,65.420876,-42.781284,-13.135049,0.56657183,12.200925,3.4713924,15.534999,1.5573972,2.831091,1.6962751,4.6968637,-5.5749407,1
