PC1,PC2,PC3,Class,Original_Label
44.551777,-9.486291,12.104216,Click,1
39.1282,-15.429595,-16.117369,Click,1
25.234673,-12.55656,16.855425,Click,1
21.563744,-15.903682,-0.64241296,Click,1
0.97675514,-10.0449915,-38.338566,Click,1
46.33817,3.2287376,-6.1482472,Click,1
-15.511318,24.861925,65.74627,Click,1
-31.702938,-29.976543,-29.556644,Click,1
13.772497,30.069601,-13.855177,Click,1
12.932283,-22.019033,-44.96445,Click,1
27.829779,18.836468,14.304886,Click,1
-7.4531364,-8.168195,-1.2520268,Click,1
-16.411968,47.533512,26.034664,Click,1
3.0186424,-4.192316,0.9043703,Click,1
-70.68684,26.203756,-34.923367,Click,1
-20.980171,61.737514,22.172531,Click,1
-100.15114,-11.342648,2.418726,Click,1
9.913387,10.900115,-21.83044,Click,1
-0.21150208,-22.54393,-10.800149,Click,1
19.455975,-24.337132,20.19253,Click,1
-98.58624,-11.374644,2.4599519,Click,1
-41.017204,59.30571,-27.173101,Click,1
17.07106,3.0860221,28.288576,Click,1
36.346592,-12.458381,-6.2980394,Click,1
49.450497,-14.904621,3.2092857,Click,1
28.444508,10.385608,-7.316506,Click,1
13.978701,19.37022,-6.0915694,Click,1
-6.0392113,35.37861,45.02201,Click,1
42.860756,-0.06414223,8.782254,Click,1
48.211014,-3.5597272,-0.38287497,Click,1
28.325146,-25.083952,-4.5115204,Click,1
18.147673,19.849981,-16.373962,Click,1
-9.369743,-10.249062,-0.33475924,Click,1
38.61892,-12.860222,14.712212,Click,1
32.60916,-4.430772,15.963018,Click,1
-4.1383743,43.841095,32.010307,Click,1
18.999779,-17.81843,-1.2614262,Click,1
4.5468006,7.879133,-2.1905081,Click,1
31.809576,-23.357773,-17.771124,Click,1
22.17337,-33.874466,-13.036497,Click,1
9.127529,22.944317,-7.4612384,Click,1
49.83664,3.315316,3.8150296,Click,1
-2.365284,-35.28012,-50.291084,Click,1
31.979685,3.6270387,-1.3116956,Click,1
26.146896,16.595316,20.271109,Click,1
27.881538,-33.213,0.41263974,Click,1
37.21328,-8.482968,16.302963,Click,1
21.290768,-37.225513,-3.2078629,Click,1
29.731007,-36.798473,12.899313,Click,1
-3.878231,-3.9039164,12.519601,Click,1
9.472639,-55.162476,-10.289421,Click,1
-5.797512,6.430889,-15.730019,Click,1
30.15902,-8.561934,39.763405,Click,1
-3.3684196,4.260619,-14.584732,Click,1
4.470438,-7.4392385,-7.2841024,Click,1
25.568213,21.36335,-9.625581,Click,1
42.930237,-7.388893,-11.215698,Click,1
25.231419,6.8032618,9.258145,Click,1
14.836277,-33.700092,-11.780456,Click,1
4.1193714,57.362083,27.609026,Click,1
28.561852,-6.664448,17.852966,Click,1
-6.946495,-11.197558,-9.306641,Click,1
23.948372,-24.76203,1.3233786,Click,1
4.2365913,-53.519966,33.241146,Click,1
-26.092522,-60.551,19.071356,Click,1
48.876495,0.07687831,-12.190647,Click,1
35.110435,-10.422287,-8.138328,Click,1
19.871876,0.958905,34.201485,Click,1
12.149559,1.4838412,58.50071,Click,1
39.04003,-21.346663,-7.3119392,Click,1
19.344006,30.820559,-14.0453615,Click,1
14.464148,-6.01733,-11.798968,Click,1
29.879463,-37.68406,1.4497328,Click,1
16.392582,-3.2931309,44.62064,Click,1
-3.2432213,-75.29597,29.346968,Click,1
20.407444,-19.201883,4.2724676,Click,1
20.452374,-37.763557,-5.5388513,Click,1
32.201797,26.732428,-1.694192,Click,1
18.76382,5.335616,9.2512,Click,1
9.496605,-12.323267,-19.0124,Click,1
6.505274,8.219422,-21.484898,Click,1
47.072037,6.006526,14.060855,Click,1
46.014988,-22.449987,6.3859115,Click,1
44.930923,16.84883,12.038452,Click,1
49.020332,-3.85495,12.534492,Click,1
19.234509,39.434784,29.832706,Click,1
4.4935226,-15.446486,57.81929,Click,1
27.866499,-36.607506,2.4769826,Click,1
12.944754,0.36011744,-4.2185707,Click,1
49.355923,-9.154917,12.424698,Click,1
19.294292,38.257626,24.89541,Click,1
38.59368,-1.0477903,-16.90261,Click,1
17.343552,-18.501225,-12.533956,Click,1
29.797276,-27.92711,0.30101025,Click,1
40.350517,-21.95074,2.1524372,Click,1
25.52179,1.3921578,26.765627,Click,1
31.693115,-12.46134,19.718279,Click,1
-15.32999,-4.661694,-69.6392,Click,1
17.4492,-30.093847,1.7685173,Click,1
10.525045,-16.329563,15.895012,Click,1
-43.892006,61.74088,-26.887312,Click,1
31.587381,-34.1747,8.755464,Click,1
30.352268,-31.770035,5.5016284,Click,1
38.000458,9.768922,18.541798,Click,1
28.064972,-1.8455238,-6.4960046,Click,1
39.260983,10.357568,7.1728916,Click,1
23.534916,-16.134157,16.804596,Click,1
-27.227451,-33.855442,-59.90146,Click,1
3.3951588,17.085983,-19.902693,Click,1
-27.836327,-36.419197,30.372372,Click,1
37.63798,-28.923552,6.9020777,Click,1
-7.6032867,24.930635,62.96295,Click,1
38.507282,-8.433946,-31.167162,Click,1
45.60303,-1.5446975,-7.686804,Click,1
43.200363,20.57995,10.7666,Click,1
13.961197,2.6010582,-50.085136,Click,1
42.294353,-13.665325,17.757225,Click,1
-40.37211,29.410074,16.054453,Click,1
44.494255,2.2611172,-7.46948,Click,1
-26.958866,2.6432288,-12.765504,Click,1
8.314104,3.6082222,-32.387264,Click,1
48.18795,8.419589,-5.6478896,Click,1
18.864788,-2.8106716,-1.0962657,Click,1
32.48712,-22.734816,-2.718683,Click,1
13.639151,-25.272585,4.1070056,Click,1
20.437313,16.033855,-17.503328,Click,1
-11.993477,-7.8744802,0.60637,Click,1
7.52013,18.48731,-22.547338,Click,1
48.362137,2.6855772,-10.981666,Click,1
48.506172,-9.764461,-16.133549,Click,1
36.07058,-3.7687182,16.079548,Click,1
26.311916,-36.248695,-4.2373366,Click,1
10.08419,18.619038,-17.992626,Click,1
39.592056,-0.61158967,8.94537,Click,1
-85.260796,10.107318,-27.748438,Click,1
17.754688,25.269594,-0.23248196,Click,1
50.169796,-14.55676,8.188722,Click,1
37.468597,1.2244508,-7.979662,Click,1
43.114365,0.38585663,-8.032125,Click,1
57.533047,2.9950774,2.5073714,Click,1
59.415894,1.5959876,3.355887,Click,1
59.471718,-6.034464,-1.4550129,Click,1
59.616753,0.040155172,4.602304,Click,1
47.52208,5.683874,5.751681,Click,1
54.852943,2.4894311,1.8728518,Click,1
50.490486,-16.955088,-3.0492024,Click,1
38.679832,-13.823402,-8.142545,Click,1
54.12703,0.49497056,8.204621,Click,1
46.704185,-1.0167844,8.975462,Click,1
47.690372,-11.770371,-7.5946407,Click,1
43.840137,2.5883763,-0.15913093,Click,1
45.193825,-10.467313,-7.763532,Click,1
44.747185,9.895581,-9.699416,Click,1
43.840137,2.5883763,-0.15913093,Click,1
45.193825,-10.467313,-7.763532,Click,1
44.747185,9.895581,-9.699416,Click,1
43.840137,2.5883758,-0.15913093,Click,1
45.193825,-10.467313,-7.763532,Click,1
44.747185,9.895581,-9.699416,Click,1
25.150003,-2.675948,2.203189,Click,1
30.000875,3.2913373,-15.778493,Click,1
42.288452,-4.4548993,19.459469,Click,1
14.477953,-18.363853,-14.452392,Click,1
10.206272,46.767014,19.483849,Click,1
9.604919,-18.332756,-5.9643803,Click,1
37.059284,-2.976301,17.844536,Click,1
43.840137,2.5883758,-0.15913093,Click,1
45.193825,-10.467313,-7.763532,Click,1
44.747185,9.895581,-9.699416,Click,1
24.386698,-13.011024,-14.622898,Click,1
17.6094,-18.677292,-4.8164825,Click,1
23.067467,29.332853,8.318394,Click,1
45.63612,11.36904,7.612855,Click,1
-6.7843056,33.013813,-9.254,Click,1
36.419212,7.7388096,24.646965,Click,1
6.578903,19.916998,-22.633066,Click,1
39.512066,-21.500162,16.672407,Click,1
29.082254,18.270441,-15.39558,Click,1
49.4578,-4.364035,1.3641157,Click,1
31.827547,12.552066,-0.04456222,Click,1
12.161753,-2.3952894,-19.017302,Click,1
24.256437,-32.62982,-1.3354305,Click,1
39.087887,-20.723074,-2.8738062,Click,1
40.79122,12.097759,13.209103,Click,1
53.26741,2.417754,8.5018635,Click,1
29.354422,20.962809,-17.531166,Click,1
-20.828354,58.09136,23.989399,Click,1
-14.514614,-28.814104,-43.766205,Click,1
45.566093,18.138596,9.388075,Click,1
43.14625,11.911196,-19.198755,Click,1
43.707348,11.556495,-13.588295,Click,1
19.31065,-31.981468,-0.19983327,Click,1
-19.603577,-1.0295979,-5.0069795,Click,1
38.037144,-2.7803285,-29.695595,Click,1
35.010487,-25.014456,15.907576,Click,1
44.361145,-24.287653,5.338677,Click,1
30.315777,-36.986412,11.853169,Click,1
7.010153,44.595295,41.65973,Click,1
4.321348,17.95593,-17.88664,Click,1
12.542208,-1.2632718,-5.5251694,Click,1
18.876421,3.6220038,-27.252806,Click,1
18.011637,-22.517157,18.838463,Click,1
1.9028664,60.48394,21.870977,Click,1
20.866507,31.324125,-15.858479,Click,1
31.770718,-26.041023,1.6131864,Click,1
41.45244,-16.07388,11.208161,Click,1
35.02741,-5.938635,19.061123,Click,1
7.247219,3.5341375,-9.999597,Click,1
31.700682,-20.62085,-12.111301,Click,1
30.900877,-2.1330197,29.6629,Click,1
29.090782,-14.550874,-8.965008,Click,1
37.000397,14.482467,23.34354,Click,1
14.73996,-19.768389,-5.010548,Click,1
23.159271,13.97586,-12.511763,Click,1
36.381607,6.6872177,20.71744,Click,1
12.586298,-31.934103,-13.110707,Click,1
36.055744,-27.195492,9.547344,Click,1
40.89405,-14.5694,19.701986,Click,1
-4.231903,-13.918444,-8.935266,Click,1
33.106087,7.6835356,30.448097,Click,1
8.982729,-15.407508,-0.71320397,Click,1
9.198627,-3.841544,34.057175,Click,1
10.431681,-25.054144,-7.6786256,Click,1
21.705181,30.643454,8.38416,Click,1
8.390892,18.528711,-19.918594,Click,1
17.174038,-10.462218,13.997143,Click,1
17.128937,15.966205,-4.9434423,Click,1
31.76842,-29.973183,10.6194105,Click,1
16.627884,-17.339722,-8.835618,Click,1
19.425201,19.668653,-5.43904,Click,1
42.215,11.531474,9.856796,Click,1
25.675804,18.333055,6.6960697,Click,1
13.845066,-13.065484,7.1281643,Click,1
19.588413,-34.964096,-8.828192,Click,1
-12.586308,-2.7016413,-1.7443682,Click,1
7.3694077,32.123787,22.326166,Click,1
21.895971,-9.635971,-20.866732,Click,1
47.651096,0.7354193,-5.3671837,Click,1
16.574009,-20.771729,16.779602,Click,1
11.259796,0.20745492,-23.865822,Click,1
13.408199,3.8470843,-11.96124,Click,1
30.039808,-3.785679,-20.55111,Click,1
23.30437,-8.14867,-4.250416,Click,1
0.70368385,-4.587866,3.8024578,Click,1
30.196775,-25.441957,15.465227,Click,1
50.106533,-9.809632,12.577281,Click,1
36.091843,-11.888925,22.153852,Click,1
8.401878,-4.56964,41.368843,Click,1
25.010326,32.431343,5.4224296,Click,1
21.594162,10.23978,37.706425,Click,1
-27.324265,9.481471,-30.52917,Click,1
44.131363,8.815272,8.718205,Click,1
29.144514,-23.978716,7.235941,Click,1
18.619722,6.9822426,15.777809,Click,1
23.545418,-6.155386,4.448154,Click,1
1.232027,15.450164,-43.017853,Click,1
-12.331478,-13.689171,-6.3912797,Click,1
39.623596,-26.805077,9.411241,Click,1
40.217255,-8.6095915,1.9822564,Click,1
45.985844,-1.7546201,12.81758,Click,1
20.498158,-4.388713,4.495595,Click,1
30.363428,-9.279439,30.788414,Click,1
-9.508717,-79.39244,9.950069,Click,1
12.359777,29.728739,-19.010225,Click,1
-93.54623,0.72570086,-14.752562,Click,1
22.345686,-5.565752,24.146738,Click,1
23.998158,32.617737,-4.5016537,Click,1
-28.444168,63.226376,-28.276031,Click,1
62.70026,0.3873651,-18.079239,Click,1
66.11398,2.9003012,-4.210862,Click,1
10.031277,20.409794,-18.669834,Click,1
13.39596,18.44862,-9.817335,Click,1
-47.208786,-61.09684,-6.583473,Click,1
41.225616,-17.71178,-0.4145291,Click,1
38.814617,-26.167727,3.3000116,Click,1
-49.60997,-65.80246,-30.033379,Click,1
-2.6743546,-16.648607,-5.206719,Click,1
3.3621178,61.01902,19.96559,Click,1
-32.115154,-74.78694,-19.259727,Click,1
-52.009422,42.469193,-44.037487,Click,1
23.673023,37.252056,2.9633756,Click,1
56.435043,-6.4227986,-16.2887,Click,1
16.102303,-6.361449,23.619974,Click,1
16.320854,12.437562,12.023544,Click,1
29.682013,3.4803183,-2.0091105,Click,1
-17.37027,-28.779375,-68.647514,Click,1
-81.629326,11.390361,-29.536995,Click,1
36.324524,-14.631226,20.266323,Click,1
44.220768,12.501995,16.61164,Click,1
21.485435,-15.737452,-20.09578,Click,1
25.599112,-9.464152,-8.155564,Click,1
15.958966,-8.206058,14.230386,Click,1
17.10229,-9.691569,-20.89345,Click,1
22.988522,30.653425,-12.422298,Click,1
-58.67756,-41.81455,12.91016,Click,1
10.100004,-34.97966,-16.413757,Click,1
-2.8852158,-0.7684176,5.280607,Click,1
5.5400677,-4.4294996,-0.35480487,Click,1
35.68302,27.230005,11.1546135,Click,1
47.318348,3.4876678,2.8621106,Click,1
0.42339706,-7.323633,-12.033018,Click,1
34.335327,-14.713597,8.852957,Click,1
15.887774,30.227385,-15.356383,Click,1
30.859978,-29.987793,0.93583155,Click,1
25.387682,1.9104693,30.911858,Click,1
3.1360226,-7.859478,32.244614,Click,1
17.853165,30.587244,-12.377962,Click,1
22.164835,27.418457,-15.16564,Click,1
-54.2912,-17.76126,-51.5723,Click,1
32.904392,-39.470943,12.454508,Click,1
-86.116516,-1.1171668,-12.102103,Click,1
9.440075,45.1638,42.259926,Click,1
37.373272,-28.918335,-9.047681,Click,1
27.998089,-40.44786,-1.1123824,Click,1
51.34971,-10.764777,9.985599,Click,1
25.098934,-6.8454227,15.422386,Click,1
32.292168,-1.1848474,14.253277,Click,1
1.6907673,-7.0597925,3.666245,Click,1
37.36048,4.3048763,5.378882,Click,1
38.256176,-2.2350101,-2.527925,Click,1
7.3613186,57.013374,28.931366,Click,1
-46.532394,40.36904,-11.295643,Click,1
-13.956436,64.87206,17.367426,Click,1
13.637882,15.055596,13.335764,Click,1
2.1874962,-16.765938,-1.264504,Click,1
-39.597206,26.873205,17.72863,Click,1
18.368847,7.629775,11.694725,Click,1
-4.084049,-10.046781,-2.5260289,Click,1
5.5142784,-22.11756,-11.644238,Click,1
5.1763554,-21.98166,-5.4598866,Click,1
-7.99234,4.494524,-9.293417,Click,1
-32.69216,62.195324,-26.934294,Click,1
35.83753,10.960693,11.902754,Click,1
23.120316,18.29242,26.939884,Click,1
-2.3954506,-8.413116,-10.980781,Click,1
18.887192,-43.107014,-6.2854085,Click,1
16.800697,-10.251514,-22.184767,Click,1
30.720413,-36.272358,17.729986,Click,1
-35.325592,42.985397,8.730166,Click,1
-41.822487,35.47996,16.137983,Click,1
-93.27974,-11.010904,2.5427637,Click,1
-5.374798,27.8287,64.0575,Click,1
5.1487083,-60.040684,17.047852,Click,1
-6.2665634,3.7144778,-10.18009,Click,1
43.512833,14.954822,7.3595324,Click,1
-29.146671,66.47491,-26.176962,Click,1
-14.416698,12.224164,19.289425,Click,1
-29.146671,66.47491,-26.176962,Click,1
-14.416698,12.224164,19.289425,Click,1
5.5859184,17.652605,-26.429081,Click,1
3.6990376,22.659794,-22.044456,Click,1
14.245983,-1.3216318,12.299531,Click,1
39.810474,24.723787,11.5938635,Click,1
-17.715397,11.38697,16.72125,Click,1
21.165981,-28.220226,33.04569,Click,1
-25.899189,8.712223,16.560785,Click,1
28.295889,-31.707027,2.0040498,Click,1
17.438152,20.016087,3.29502,Click,1
30.388823,-20.545607,16.05373,Click,1
-34.92238,66.00763,-27.64811,Click,1
27.823885,4.40149,33.065845,Click,1
-25.028614,7.9962654,14.416184,Click,1
3.0255375,17.123913,-22.461412,Click,1
-97.60794,-11.35676,2.743763,Click,1
5.7730904,-29.085472,-17.367355,Click,1
8.739771,-32.610268,-18.109589,Click,1
23.910889,-12.439209,-7.120618,Click,1
-64.658356,27.521019,-32.442024,Click,1
38.476166,-19.71909,-22.06533,Click,1
28.600033,9.887524,30.387749,Click,1
-22.000137,-80.605705,-10.187142,Click,1
21.681484,-49.857956,22.087372,Click,1
50.05416,-10.261905,-11.522204,Click,1
34.508053,2.5891178,-31.506207,Click,1
15.380086,10.134613,7.0810785,Click,1
6.0852757,-3.9937863,4.3091817,Click,1
32.257378,15.676961,1.1219509,Click,1
-39.28244,23.923534,15.738703,Click,1
18.920517,16.065039,0.8614416,Click,1
13.011194,-21.631289,0.97628975,Click,1
4.210554,-6.408173,-0.5495996,Click,1
-36.91501,61.57886,-27.383732,Click,1
0.45121574,-27.786423,-12.237717,Click,1
5.891882,-4.433687,-0.06226313,Click,1
-66.05459,37.52823,-39.25543,Click,1
15.334217,38.444893,21.999783,Click,1
-56.389526,29.241938,3.8311038,Click,1
27.029512,-15.125412,-36.77423,Click,1
48.764023,-7.7631025,11.4325485,Click,1
37.732162,-24.16769,10.893803,Click,1
62.50753,-4.6435604,-6.8429713,Click,1
45.044163,-6.7667513,18.51322,Click,1
42.41266,-8.01838,-23.70033,Click,1
49.281536,-18.581642,6.3304834,Click,1
-16.207932,-38.034473,33.56579,Click,1
19.867767,-8.749936,3.9778795,Click,1
-57.163246,38.26573,-40.885117,Click,1
24.479235,-39.897343,-5.0454025,Click,1
53.023094,-9.650045,14.807358,Click,1
-1.6708488,2.715864,-13.256486,Click,1
11.182329,0.525784,58.35536,Click,1
24.54872,24.190006,-15.111513,Click,1
24.346315,8.40531,29.831728,Click,1
54.631096,-13.75182,3.5139885,Click,1
-6.021099,-10.121475,9.48972,Click,1
38.35486,14.951148,0.14921677,Click,1
-8.25042,-3.736123,26.01919,Click,1
13.071369,4.6776953,-11.729683,Click,1
18.350851,7.21292,-17.84907,Click,1
-3.9853287,3.8453028,-15.816644,Click,1
37.428394,-22.220568,-17.292664,Click,1
41.066902,-32.016434,4.74868,Click,1
38.204792,17.22892,22.280083,Click,1
28.102093,32.53002,9.115209,Click,1
8.657497,4.1808786,44.36127,Click,1
24.713123,-29.10105,-1.8397886,Click,1
-103.08107,-11.673424,2.9823108,Click,1
-0.61668587,0.5527525,-8.016074,Click,1
20.43484,29.561113,-8.833273,Click,1
13.442171,-22.826042,4.4473643,Click,1
32.397865,-12.495902,-14.632386,Click,1
25.322556,16.08347,15.446758,Click,1
1.0318031,-66.89237,-5.3529677,Click,1
4.637768,-13.4399185,-7.925059,Click,1
-20.716587,46.792267,-6.8210254,Click,1
-14.941414,-4.0312347,0.70972633,Click,1
-88.26294,-10.607674,2.4433908,Click,1
21.308167,-41.701057,-5.397399,Click,1
40.45391,-8.193297,22.95063,Click,1
9.036312,19.455404,-21.551899,Click,1
7.398632,-28.259752,-17.325096,Click,1
11.215698,-26.766672,-31.066221,Click,1
12.239412,2.48053,-10.612519,Click,1
37.53965,4.2979183,23.446655,Click,1
46.536522,-0.31250548,12.833785,Click,1
-11.688412,68.986145,7.576166,Click,1
-6.886322,30.341589,63.89634,Click,1
8.754,-32.861923,-7.0511312,Click,1
35.25284,-10.411547,17.35075,Click,1
18.109879,-6.839399,-8.501335,Click,1
11.1077175,11.83123,-28.979986,Click,1
39.57624,1.4883049,5.0598655,Click,1
5.5015564,13.833594,-11.686436,Click,1
-1.1406059,3.8981807,-13.198154,Click,1
46.08835,-5.1360807,9.71366,Click,1
21.418728,29.720499,3.3464785,Click,1
24.758503,4.6095552,23.387194,Click,1
38.722893,3.7375395,17.53846,Click,1
-12.430008,-4.2688885,-1.453378,Click,1
44.06784,2.149525,3.8889022,Click,1
-0.06231308,6.163747,-2.4333596,Click,1
-10.920761,70.03909,9.261674,Click,1
16.266235,-24.956537,23.409662,Click,1
9.417065,-32.17883,-13.711511,Click,1
31.780853,18.943394,3.4782891,Click,1
18.175652,-25.398138,-19.68433,Click,1
23.20544,31.771284,-2.9365702,Click,1
-54.857567,41.87424,-43.1433,Click,1
-18.51677,21.287128,-2.8404617,Click,1
16.931412,11.6912985,-20.541925,Click,1
38.519577,15.795962,-4.117966,Click,1
29.790033,-19.633043,14.106272,Click,1
-11.400642,-2.1932344,1.4552925,Click,1
30.79178,-25.080093,-7.813719,Click,1
-41.809837,-68.595146,-18.044548,Click,1
-4.1798134,4.2641497,-3.211389,Click,1
32.575146,1.3733428,13.14036,Click,1
-13.2571945,-1.6476197,2.9962053,Click,1
37.529568,19.010277,15.080988,Click,1
-23.81564,-49.20339,49.67534,Click,1
-13.650097,-3.461903,1.5186102,Click,1
-17.90836,61.875034,21.938433,Click,1
-10.286255,71.72378,3.9647155,Click,1
18.344067,-54.428406,-5.072852,Click,1
53.955864,-6.5087194,8.455618,Click,1
19.439966,18.97769,4.6788673,Click,1
8.501308,41.856934,-7.508974,Click,1
6.86627,47.299786,-16.462532,Click,1
15.655498,-57.176044,-0.16731226,Click,1
61.546745,-1.0328474,-1.4400113,Click,1
21.295341,30.387854,14.378737,Click,1
-18.852886,-29.797983,22.04868,Click,1
-63.706154,39.059353,-41.65867,Click,1
-40.280617,-70.012436,-5.9047346,Click,1
-101.08855,-11.410398,2.6562896,Click,1
-58.78179,41.65833,-43.150387,Click,1
-38.12613,66.05741,-28.537428,Click,1
-20.771744,-27.046892,21.756657,Click,1
-25.964008,36.735535,-47.71044,Click,1
-22.08928,4.931308,36.314613,Click,1
-100.83429,-11.463119,2.819302,Click,1
-59.323853,41.247227,-42.540543,Click,1
-38.76243,63.72263,-30.40262,Click,1
-103.765396,-11.568841,2.4467707,Click,1
-61.164078,40.35035,-42.798523,Click,1
0.28590202,-57.737137,40.213566,Click,1
-82.6942,-22.88588,19.014154,Click,1
-64.072685,8.305388,34.527615,Click,1
-14.133396,44.83384,-46.713245,Click,1
46.010654,-9.538316,9.056592,Click,1
12.709305,40.402122,-7.1993127,Click,1
-10.916744,64.193344,17.225143,Click,1
-99.540344,-11.21502,2.0513794,Click,1
-57.74006,41.32723,-43.0531,Click,1
-15.389416,-67.293526,31.089668,Click,1
-84.61773,5.6311445,-21.010208,Click,1
-37.32116,39.417946,36.597176,Click,1
45.263412,18.936684,-0.9596723,Click,1
52.22061,-11.061618,6.0177135,Click,1
30.576979,28.323652,13.380715,Click,1
2.2080746,49.87874,36.64511,Click,1
4.324814,52.947456,26.426928,Click,1
2.6195126,36.939476,3.304597,Click,1
-99.41725,-11.068877,2.025577,Click,1
-33.59732,-1.3442285,69.27764,Click,1
29.45376,-13.855433,28.423618,Click,1
56.52141,4.56415,-1.8119599,Click,1
38.575497,-2.1630077,18.903294,Click,1
-8.243816,-70.10164,30.944721,Click,1
-34.539764,0.13406205,66.67813,Click,1
-31.483212,47.52464,40.0506,Click,1
-39.62941,-76.899,-13.403349,Click,1
-40.80275,64.54997,-23.567924,Click,1
-64.58207,38.93188,-40.20533,Click,1
-31.618942,5.7675867,-2.3710456,Click,1
-18.137371,-21.94583,62.922012,Click,1
2.3865986,1.0789318,14.285599,Click,1
7.416809,55.216156,22.218721,Click,1
10.74284,-51.496593,46.461533,Click,1
-6.144184,-74.84879,24.911186,Click,1
-98.06807,-11.343496,2.0137265,Click,1
-31.95092,48.18995,41.442825,Click,1
-43.930862,-75.2754,-13.727708,Click,1
-63.791107,-55.43638,-23.602777,Click,1
-12.757805,-56.56347,-32.512367,Click,1
-8.535946,-75.73181,26.615284,Click,1
-4.1033516,4.1380787,56.37436,Click,1
27.877502,19.82306,29.615788,Click,1
-7.0849648,29.04665,63.430946,Click,1
-7.9451103,-41.729855,12.347741,Click,1
30.529154,-24.720629,-25.468775,Click,1
-8.084976,-74.49388,24.096514,Click,1
-17.618546,64.63328,2.7438273,Click,1
-61.38314,34.81831,5.34306,Click,1
-68.725914,10.04144,45.69585,Click,1
-104.73013,-11.5880165,2.520265,Click,1
-4.4411926,2.4845326,-65.886925,Click,1
-106.50963,-11.789098,2.9343314,Click,1
-31.807476,-79.27467,-5.972551,Click,1
-19.67839,-78.971085,11.091954,Click,1
2.7679462,3.6343687,53.483757,Click,1
43.74396,1.6664798,-1.749582,Click,1
-14.32695,29.615725,62.897575,Click,1
-50.193893,-66.067444,-30.669727,Click,1
-14.602432,-9.741869,-73.02213,Click,1
-11.709892,-75.503395,18.918993,Click,1
-26.394817,62.860767,-10.926335,Click,1
-99.24341,-11.223825,2.0000522,Click,1
-108.95657,-12.176475,3.2053366,Click,1
-72.3522,-51.9472,-19.655134,Click,1
-48.911255,14.085858,-65.27368,Click,1
-23.630676,28.871721,56.011078,Click,1
13.659943,1.8821194,0.8260937,Click,1
62.613358,-0.2405672,-3.964661,Click,1
60.15463,-0.467283,-2.9354744,Click,1
-36.55239,43.941498,41.530186,Click,1
7.2801857,0.61808324,5.1658883,Click,1
53.444336,0.17520595,-2.553804,Click,1
21.103207,-6.387093,4.4457498,Click,1
30.659678,19.335487,-24.633259,Click,1
61.913506,2.7778046,-1.911685,Click,1
38.735985,-3.308855,-41.384544,Click,1
8.608801,2.5583618,58.28935,Click,1
13.002153,6.533803,-22.407421,Click,1
-2.3742142,-1.204612,17.242138,Click,1
8.151173,10.128576,-56.598804,Click,1
14.206287,-61.01405,37.62089,Click,1
-19.644482,22.976011,44.53493,Click,1
30.07545,9.370167,-21.96935,Click,1
-8.077652,12.389807,-1.1034424,Click,1
14.468124,-1.3093114,-45.598965,Click,1
16.335701,4.4961576,55.19552,Click,1
28.088934,12.356186,-30.036043,Click,1
-12.1926155,18.024849,17.007408,Click,1
53.368023,0.95796514,-15.712098,Click,1
19.5845,-56.9834,37.725502,Click,1
7.2830048,-3.292069,20.225294,Click,1
30.543022,4.503579,2.1416433,Click,1
69.73875,0.39297342,-5.8468423,Click,1
71.02446,0.61890864,-5.7759686,Click,1
57.98345,2.391669,-3.413434,Click,1
71.627396,0.46510148,-5.951588,Click,1
69.03499,0.5795753,-5.7392344,Click,1
-82.747185,11.010759,-28.87052,Click,1
-45.05329,56.82555,-15.958497,Click,1
-22.728157,-16.508087,9.39423,Click,1
-34.35833,66.90626,-27.046091,Click,1
-56.411034,-64.92171,-29.706718,Click,1
-33.004875,2.296799,76.78227,Click,1
-61.46135,-56.484497,-26.528671,Click,1
-86.82166,10.411936,-28.172941,Click,1
-61.528755,41.43658,6.0859756,Click,1
-12.504135,-30.325861,-44.302574,Click,1
-37.592827,64.29305,-29.283363,Click,1
-47.22631,-48.844883,-49.815506,Click,1
-11.283035,31.152067,52.584106,Click,1
-57.325745,-59.253384,-25.417984,Click,1
-15.175827,-19.98921,-67.613976,Click,1
40.999878,-15.904611,25.011108,Click,1
54.544125,0.0049624443,5.4415755,Click,1
-35.5963,66.60585,-28.482103,Click,1
24.593973,-17.281881,32.08354,Click,1
-100.676315,-11.487447,2.466226,Click,1
-60.632004,39.45067,-42.062187,Click,1
-57.541733,39.216675,-40.640476,Click,1
-95.57291,-11.157882,2.5474858,Click,1
-95.104355,-10.943782,2.3459778,Click,1
-95.38274,-11.088102,2.5745425,Click,1
-50.851616,-62.430725,-29.350924,Click,1
-12.320206,70.821396,1.3107126,Click,1
68.87669,0.81154776,-5.742344,Click,1
-6.270729,-15.52385,-75.243546,Click,1
-30.05849,48.239296,39.81838,Click,1
25.63898,5.634287,24.536287,Click,1
-37.037613,65.63248,-28.780125,Click,1
28.799507,-9.637086,39.850872,Click,1
-104.33626,-11.756836,2.7580004,Click,1
-66.12084,36.327156,-39.599693,Click,1
-60.066383,35.294083,-37.36339,Click,1
-96.144684,-11.23634,2.6362853,Click,1
-96.323456,-11.067207,2.4734344,Click,1
-96.82434,-11.216594,2.723082,Click,1
-48.940536,-65.366646,-30.232054,Click,1
-33.082756,67.40047,-26.33284,Click,1
51.324112,-1.338643,-3.7117956,Click,1
56.189793,-0.9571799,-4.4420643,Click,1
53.202415,-1.6924257,-2.9547944,Click,1
57.77466,0.6896658,-4.3015146,Click,1
