UMAP1,UMAP2,UMAP3,Class,Original_Label
-1.3916683,-2.0293958,7.1597505,Click,1
-2.2918713,-0.4411393,6.647575,Click,1
1.7822055,10.34192,4.4090815,Click,1
-2.4601517,-0.6623928,6.7398596,Click,1
-2.4208577,-2.3990784,6.7477098,Click,1
-1.1745237,-1.0711243,6.1290636,Click,1
-1.762697,-1.3125803,6.3530836,Click,1
-1.5497397,-0.91013265,5.763393,Click,1
-3.206093,-2.1867554,6.452499,Click,1
-2.6360717,-2.4212954,4.5641103,Click,1
-2.465842,-2.7465653,6.3467817,Click,1
-2.217054,-1.3227032,5.229083,Click,1
-1.7711414,-1.1057606,7.299674,Click,1
-2.1582751,-0.3756367,6.2338386,Click,1
-3.0923164,-1.6934146,3.065489,Click,1
-2.2891636,-2.7075331,6.663097,Click,1
-2.201317,-0.28703764,6.5386,Click,1
-1.0265527,-1.1809468,6.2291856,Click,1
-1.8548892,-3.3810043,5.195712,Click,1
-2.5615315,-1.9726144,7.692502,Click,1
-2.9857516,-2.3729706,6.612461,Click,1
-3.044119,-2.048684,3.0217314,Click,1
-1.5869962,-1.4538239,6.003599,Click,1
-1.875604,-0.84968776,7.063079,Click,1
-1.9806197,5.0255475,3.2838078,Click,1
-1.6663107,-1.2304243,5.4736304,Click,1
-1.7183658,-2.953721,4.7549753,Click,1
-2.4101532,-2.7072973,6.629723,Click,1
-2.4946856,-1.2819903,6.4797664,Click,1
4.2589874,8.71884,-0.6481358,Click,1
-2.3532937,-2.7878397,6.7364635,Click,1
-1.7922406,-3.4468508,5.106504,Click,1
-1.8223575,-1.5945436,6.19399,Click,1
-2.562033,-1.4523826,7.650086,Click,1
-1.3018602,-1.0454501,6.578806,Click,1
-2.6066315,-0.8990617,6.4567604,Click,1
-1.6540941,-1.0194075,5.632355,Click,1
-1.5093851,3.1438205,3.745055,Click,1
-1.6078702,-1.892135,8.054666,Click,1
1.8715541,4.7558947,-0.071342476,Click,1
-1.2981292,3.4386942,3.295584,Click,1
-1.8551317,-3.3852134,5.1802244,Click,1
-1.5450314,3.1554515,3.7925065,Click,1
-2.6111906,-2.65822,6.6286545,Click,1
-3.2161515,-1.4625432,2.5205297,Click,1
2.0262706,5.475509,0.5303276,Click,1
-2.9953833,-1.6937395,3.5319505,Click,1
1.8794123,10.471465,4.504978,Click,1
2.3734717,6.8571305,-1.6363537,Click,1
5.877207,12.746452,9.255684,Click,1
-1.7993228,-3.1019468,4.5703087,Click,1
-2.7866144,-1.2002699,3.4360175,Click,1
-2.6680448,-0.83544034,6.303539,Click,1
5.709374,12.636393,9.083337,Click,1
4.2543836,8.709332,-0.6228064,Click,1
-3.112208,-2.2329946,6.4903502,Click,1
-1.4327592,-1.2103791,6.677443,Click,1
-2.0380654,-1.321986,7.901467,Click,1
-1.5714426,-2.623079,6.2083406,Click,1
-1.9549214,-3.1024454,5.237969,Click,1
1.9527153,5.28494,0.56176233,Click,1
-2.5623326,-1.8271836,7.5420995,Click,1
-1.6765543,-1.5784721,7.781752,Click,1
-2.0081763,-0.4573472,6.250364,Click,1
-1.7957734,-3.41452,4.9823365,Click,1
-3.30407,-1.3684694,2.388809,Click,1
-2.5418723,-1.3923672,7.2463837,Click,1
-2.7569096,-1.8100607,6.882775,Click,1
1.9118781,5.2674108,0.6837348,Click,1
-2.2735462,-0.81806993,5.67453,Click,1
-2.6280277,-2.2452614,4.1329226,Click,1
-1.561955,-0.6206295,6.399259,Click,1
-1.8939173,-0.30993116,5.928217,Click,1
-1.8998086,-3.2683754,5.260968,Click,1
-1.8651372,-1.8160783,8.318624,Click,1
-1.3783177,3.3881295,3.4742298,Click,1
-1.3984867,-2.0107331,6.6850853,Click,1
-2.905364,-2.436115,6.52992,Click,1
-2.113786,-0.4068043,6.369219,Click,1
-2.5378296,-1.4021095,7.0168896,Click,1
-2.1742823,-0.115273975,6.098114,Click,1
-2.26154,-0.23937127,6.3719525,Click,1
-3.2297175,-1.4735098,2.5791435,Click,1
-2.005262,-0.071559645,5.9779463,Click,1
-2.2527726,-2.8519592,3.9567146,Click,1
-2.7596695,0.17701797,6.6359425,Click,1
-2.336927,-2.7627516,3.8537967,Click,1
-2.5989473,-1.6927025,3.530401,Click,1
-0.90026766,-3.3051221,6.083504,Click,1
-1.461369,-1.5667992,7.684584,Click,1
-2.4554617,-2.3769083,6.2660007,Click,1
-1.9959122,-0.4417639,5.3609643,Click,1
1.9444737,5.2842984,0.7545958,Click,1
-2.736612,-1.6406232,6.747806,Click,1
-2.959036,-1.3042394,3.0372717,Click,1
-1.6825371,-0.7232688,5.8335323,Click,1
-0.58225816,3.5556731,1.9423687,Click,1
-0.55009013,3.9731104,1.7985379,Click,1
-1.3547502,-1.6382089,7.7723913,Click,1
-1.3209971,-1.19691,6.9986234,Click,1
-3.1854854,-2.163585,6.528799,Click,1
1.6264305,2.9346988,3.7426145,Click,1
-1.9351436,-0.89999837,7.355719,Click,1
-1.7990017,-3.4603736,5.2047057,Click,1
-1.7520983,-0.98769635,5.1725655,Click,1
-2.245383,-0.30275902,6.41636,Click,1
1.5386992,2.524768,3.953485,Click,1
-0.50855535,3.9340615,1.794441,Click,1
-2.3115532,-0.84026664,5.693697,Click,1
-2.112493,-0.14929265,5.963742,Click,1
-1.8927351,-3.0888622,5.9192657,Click,1
-2.2711778,-2.3622262,5.88603,Click,1
-1.6855946,-0.86878556,5.246706,Click,1
-1.8573633,-3.2326272,4.437327,Click,1
-2.4805045,-2.092505,7.560107,Click,1
-2.332214,-0.9844927,7.3228173,Click,1
-2.3984854,-2.3899434,7.1346326,Click,1
-2.5388653,-1.3377389,7.2360687,Click,1
1.7313188,2.250553,4.176805,Click,1
1.6246437,2.967759,3.7305017,Click,1
-2.0957587,-0.2188446,6.296122,Click,1
-2.2384858,-2.013897,4.5637307,Click,1
-2.4228187,-0.9145789,7.283993,Click,1
1.8028378,2.2210836,4.2047787,Click,1
-1.2558554,-1.6625419,7.1180515,Click,1
-1.6668253,-0.6563967,5.4720483,Click,1
-2.1544843,-0.29184616,6.4942956,Click,1
-2.0101995,-0.793843,7.155593,Click,1
-3.0836058,-2.254928,6.5070887,Click,1
-2.7146251,-1.3822112,7.4281297,Click,1
-1.7672462,4.053541,3.7200696,Click,1
-2.186309,-0.38174495,5.966169,Click,1
-2.5690985,-0.91249096,5.9988546,Click,1
4.2098446,8.771266,-0.6619301,Click,1
-2.2255237,-0.25439727,6.3501554,Click,1
-2.2256136,-0.27473205,6.449886,Click,1
-2.729922,-1.8883759,7.363939,Click,1
-1.405018,-1.8033842,6.4051094,Click,1
-2.2715394,-2.528582,6.9339924,Click,1
-2.6425054,-0.901794,6.4010572,Click,1
-1.7742549,4.1271167,3.6560404,Click,1
-1.7903292,-3.2540042,4.538687,Click,1
-3.3292012,-1.0643828,2.2419906,Click,1
-2.1686366,-0.5090533,6.7714486,Click,1
1.8488603,4.723632,-0.09005033,Click,1
-1.0024439,-1.1594645,6.32884,Click,1
-1.4062804,-0.68954635,8.988488,Click,1
-2.4329827,-2.4699452,7.221775,Click,1
-0.95749426,-1.0078732,6.0868106,Click,1
-2.5661702,-1.3827566,7.1871214,Click,1
2.1889472,5.8304043,0.12032002,Click,1
-1.6113944,-1.6571299,7.984561,Click,1
2.0984972,2.3070788,3.5112948,Click,1
-1.562016,3.1935048,3.788253,Click,1
-1.4539821,-1.7275524,7.9158626,Click,1
-1.9860466,-1.7980404,5.3728557,Click,1
-1.8977214,-0.69484806,6.451914,Click,1
-2.336611,-0.7927605,5.6863775,Click,1
-1.8284034,-3.2332656,4.8687096,Click,1
-3.3894901,-1.5803192,2.130736,Click,1
-1.8318857,-3.232052,4.4993715,Click,1
-1.4147617,-0.44515604,9.240414,Click,1
-1.2810948,-1.3830373,7.8120875,Click,1
-2.54399,-1.7744242,7.423918,Click,1
-2.1022098,-0.18055695,5.989868,Click,1
-1.8177791,-3.2142537,4.5663795,Click,1
-2.4235334,-1.7705092,7.490956,Click,1
3.2432973,12.305197,6.3790855,Click,1
-2.0177271,-3.1890528,5.63973,Click,1
-2.2034838,-1.2708437,7.6081653,Click,1
-1.3812134,-1.9020677,7.420029,Click,1
-1.3891286,-1.89889,7.586013,Click,1
-1.3274633,-2.5172782,9.405608,Click,1
-0.96473277,-2.433875,9.878014,Click,1
-1.3206248,-1.1124212,9.751649,Click,1
-1.4265573,-2.0878572,9.587903,Click,1
-1.6306586,-2.0464687,7.9856863,Click,1
-1.5923744,-1.8167218,9.065269,Click,1
-1.9939841,-0.7984349,7.5582156,Click,1
-1.2627517,-1.1308312,7.35722,Click,1
-2.0570092,-2.059702,7.8825536,Click,1
-1.8591546,-1.685094,7.9065075,Click,1
-1.3555079,-1.0036671,7.364486,Click,1
-1.2168415,-2.37219,8.004834,Click,1
-1.1381791,-1.3256772,7.5356283,Click,1
-1.1558834,-2.6914368,7.6042557,Click,1
-1.2048135,-2.3857849,7.9971104,Click,1
-1.137549,-1.3145872,7.537724,Click,1
-1.1448137,-2.7134802,7.596468,Click,1
-1.2054001,-2.3803096,8.0121355,Click,1
-1.1439545,-1.2944236,7.5249333,Click,1
-1.1559329,-2.7078629,7.5895557,Click,1
-1.6257899,-1.8633107,6.311863,Click,1
-1.7371218,-2.987827,4.6827407,Click,1
-2.7699845,-1.6830205,7.403161,Click,1
-1.7026336,-0.7385003,5.3175054,Click,1
1.85534,2.2888055,4.028664,Click,1
-2.2356,-1.0062243,4.7959495,Click,1
-2.6538775,-1.6704047,7.361764,Click,1
-1.2012824,-2.3919635,7.9907618,Click,1
-1.142084,-1.3220475,7.5272136,Click,1
-1.1530102,-2.7091174,7.6051655,Click,1
-1.3003019,-1.0472871,5.984528,Click,1
-2.1528296,-0.70776796,5.6417875,Click,1
-2.0899215,-3.1245954,6.1061025,Click,1
-2.185604,-2.355337,7.3376126,Click,1
2.022793,2.1605515,3.8334258,Click,1
-2.7014382,-2.5153718,6.7608676,Click,1
-1.7885578,-3.2585518,4.559212,Click,1
-2.3340561,-0.6737588,7.1344833,Click,1
-1.6143926,-2.9296687,5.7584434,Click,1
-1.921014,-1.731513,8.200543,Click,1
-1.7287865,-2.6578069,6.4008965,Click,1
-1.8589523,-2.3993316,4.6998568,Click,1
-2.1454551,-0.33128545,6.3731017,Click,1
-2.1614866,-0.6312008,7.1393933,Click,1
-2.6355176,-1.8288739,7.383222,Click,1
-2.2642856,-1.5938146,8.004893,Click,1
-1.7908877,-3.214544,5.3863053,Click,1
2.3499124,6.8439217,-1.6575619,Click,1
-1.2853348,3.4175897,3.3195364,Click,1
-2.5522752,-2.5848908,7.0334053,Click,1
-1.2791709,-0.4048245,9.248923,Click,1
-1.4583132,-0.9646366,8.719209,Click,1
-2.155338,-0.25821754,6.0873327,Click,1
2.0852535,2.3213115,3.5326517,Click,1
-1.0179619,-1.406462,6.283081,Click,1
-2.4101076,-0.65297455,6.859722,Click,1
-2.076545,-0.70215434,6.786424,Click,1
-2.260459,-0.23726445,6.5159187,Click,1
1.9432927,5.2565427,0.7254993,Click,1
-1.8773783,-3.1735559,4.4449368,Click,1
-2.2701988,-1.967221,4.899655,Click,1
-1.7090397,-2.7583306,4.8650584,Click,1
-2.6495566,-0.8473819,6.257087,Click,1
1.921963,5.248117,0.77613753,Click,1
-1.8197972,-3.4565737,5.277507,Click,1
-2.1949313,-0.3785618,6.6254454,Click,1
-2.2940497,-0.54624325,6.8121805,Click,1
-2.7464793,-1.8016853,6.919657,Click,1
-2.2690704,-2.8103073,3.9399736,Click,1
-1.570924,-0.60972327,6.500043,Click,1
-3.175433,-2.1165864,6.5716553,Click,1
1.1810229,2.163928,3.8886118,Click,1
-2.7753518,-2.4862514,6.885118,Click,1
-2.0698943,-0.8622583,4.9518037,Click,1
-1.8679143,-3.1056576,5.3531833,Click,1
-2.515647,-2.561075,6.5517893,Click,1
-1.8275913,-0.4107736,5.181023,Click,1
-2.1461048,-0.6966892,6.8307796,Click,1
-2.641414,-1.3609477,7.1180406,Click,1
-2.9097838,-1.3299456,3.1159408,Click,1
-3.0333116,-2.2687407,6.595573,Click,1
-2.6347096,-1.1709313,3.9286141,Click,1
1.525707,2.4996796,3.8899407,Click,1
-1.8889858,-0.4448926,5.2236805,Click,1
-2.0611055,-3.1736355,5.975634,Click,1
-1.7758299,-3.2047334,4.5875,Click,1
-2.6058753,-1.018549,6.1091943,Click,1
-1.998884,-2.994809,5.3597775,Click,1
-2.2702975,-0.3631838,6.527963,Click,1
-1.6475348,-0.8234776,5.3765316,Click,1
-1.8962338,-3.3060265,5.490034,Click,1
-2.4101596,-2.5174284,7.091024,Click,1
-2.3475285,-2.7236795,6.3498783,Click,1
-2.405496,-0.9605781,5.688685,Click,1
-2.0713344,-0.20884722,5.9335947,Click,1
-3.386378,-1.7813733,2.0848866,Click,1
1.9062454,2.2886276,3.9921255,Click,1
-1.2873722,-1.0344784,5.906078,Click,1
-1.5608474,-1.7066021,8.008378,Click,1
-2.6170542,-0.90212137,6.1418314,Click,1
-1.8122128,-2.5056002,4.6803794,Click,1
-2.0189512,-2.782499,4.4684353,Click,1
-1.1701907,-1.3340975,6.131448,Click,1
-1.6360095,-1.3672144,5.791011,Click,1
-3.0384383,-1.8629074,3.438832,Click,1
-2.5284998,-0.7031661,6.6294127,Click,1
-2.4122787,-1.3926877,7.6819177,Click,1
-2.892172,-1.7202303,6.8361363,Click,1
1.557764,2.5783935,3.8923752,Click,1
-1.98548,-3.221874,5.849165,Click,1
1.633641,2.4449477,4.0529466,Click,1
1.9419464,2.2470915,3.470538,Click,1
-2.30942,-2.1661248,7.5908585,Click,1
-2.3915713,-0.5155229,6.5502033,Click,1
-2.7057023,-2.4655237,5.973328,Click,1
-2.1787026,-1.640959,6.1949825,Click,1
-1.5143603,3.1408613,3.7569957,Click,1
-3.2197614,-1.4340034,2.4715574,Click,1
-2.1618261,-0.44152364,6.758713,Click,1
-1.674109,-1.3773949,7.7314706,Click,1
-2.6238406,-1.7405831,7.549879,Click,1
-2.2125814,-1.4321307,5.163212,Click,1
-3.0552185,-2.031116,6.6421447,Click,1
-0.50574344,3.9485538,1.7512043,Click,1
-1.8507034,-3.3966792,5.1876235,Click,1
3.2845526,12.280862,6.3817973,Click,1
-3.0524988,-2.1104906,6.541351,Click,1
-1.9774047,-3.2232223,5.679678,Click,1
4.3288345,8.549103,-0.7123,Click,1
-0.5730192,0.71988547,10.971718,Click,1
-1.2566483,-0.083939895,11.348867,Click,1
-1.7898873,-3.2874289,4.7809377,Click,1
-1.9324496,-3.230203,5.0514903,Click,1
-0.8875905,4.574289,1.2233475,Click,1
-1.7545674,-1.0194768,7.2014985,Click,1
-1.9971193,-0.687254,6.90952,Click,1
-2.3081152,5.375402,3.3197932,Click,1
-3.1898599,-1.3431985,2.6207807,Click,1
1.967781,5.3013153,0.7496482,Click,1
-0.89974076,4.5917563,1.2172911,Click,1
1.8108253,10.381287,4.4658246,Click,1
-1.9575696,-3.3308363,5.722131,Click,1
-0.9499669,-0.9327149,10.326056,Click,1
-3.3119519,-2.1202743,6.26264,Click,1
-2.6098027,-2.5799923,6.0391636,Click,1
-1.4990803,-2.2146556,6.4668403,Click,1
-1.7943841,4.1274886,3.6552112,Click,1
3.2425697,12.3115,6.3766017,Click,1
-2.6655009,-1.0261263,6.8976064,Click,1
-2.5246348,-2.3358374,7.0842447,Click,1
-1.574112,-0.6992201,5.5890613,Click,1
-1.3787787,-1.078345,6.144126,Click,1
-2.6770687,-1.784707,5.6824493,Click,1
-1.7460443,-2.2014637,4.7863917,Click,1
-1.8834277,-3.339512,5.5259867,Click,1
-0.35295257,4.3739104,1.3084401,Click,1
-1.8688395,-0.4967658,5.15439,Click,1
-3.090156,-1.968875,2.9960089,Click,1
-2.7491376,-1.61992,3.9590163,Click,1
-2.6041992,-2.6671093,6.8506446,Click,1
-2.1313355,-1.9283873,7.857999,Click,1
-2.5355666,-2.072019,3.6698034,Click,1
-2.2652562,-1.0769377,6.789166,Click,1
-1.87831,-3.322727,5.311675,Click,1
-2.1755013,-0.34181198,6.4841356,Click,1
-3.1605816,-2.224892,6.5072613,Click,1
1.5220462,2.542512,3.854473,Click,1
-1.8479421,-3.3868628,5.251112,Click,1
-1.8553667,-3.4124894,5.30367,Click,1
-1.7992617,4.5680933,3.4519446,Click,1
-2.3075542,-0.31781903,6.5209985,Click,1
3.375952,12.200268,6.441529,Click,1
1.9661958,5.2176147,0.7769368,Click,1
-2.0963767,-0.35708895,6.675843,Click,1
-2.163214,-0.14711295,6.217502,Click,1
-2.177356,-1.2232182,7.947965,Click,1
-2.636989,-1.429183,6.678869,Click,1
-2.6510775,-1.5968587,7.181384,Click,1
-3.0323524,-1.656494,3.390009,Click,1
-0.84922343,-0.71439224,9.437007,Click,1
-1.732547,-2.615166,6.75244,Click,1
1.978523,5.3021936,0.7570982,Click,1
2.573091,6.830663,-1.1154653,Click,1
2.396095,6.9009337,-1.6211318,Click,1
-2.561626,-2.590241,6.0126534,Click,1
-2.7201536,-1.2487881,3.8528147,Click,1
2.1732569,5.82735,0.13030815,Click,1
-2.705675,-2.4159675,5.8590436,Click,1
-3.1523201,-1.4397048,2.6679935,Click,1
-1.857704,-0.5558184,5.072848,Click,1
-2.0426438,-0.62368727,5.0175486,Click,1
-2.3442826,-2.7481785,3.834768,Click,1
4.3502316,8.593361,-0.6814791,Click,1
-2.3847368,-2.6796553,6.795442,Click,1
-2.9014282,-2.4563272,6.417239,Click,1
-2.825274,-1.2732357,3.2756996,Click,1
-2.0728831,-0.124402024,5.9135056,Click,1
-1.5231135,-0.8164219,5.5832825,Click,1
-2.4189303,-0.37901375,6.444498,Click,1
2.5609362,6.813362,-1.1881077,Click,1
2.5101767,6.6834736,-1.0807369,Click,1
5.7582006,12.757293,9.280072,Click,1
1.8705348,4.738188,-0.09350666,Click,1
-0.82895416,3.8190725,2.374085,Click,1
-2.2950344,-2.7989962,3.86904,Click,1
-2.169574,-2.4909322,7.0510845,Click,1
4.321568,8.662815,-0.6611514,Click,1
2.176211,2.3440528,3.6808448,Click,1
4.303133,8.682014,-0.6542497,Click,1
2.1444614,2.3851876,3.6245065,Click,1
-1.7636477,-3.2685773,4.5504894,Click,1
-1.7845275,-3.2700603,4.554514,Click,1
-2.6748922,-1.8633249,5.5044246,Click,1
-2.5532768,-2.6678114,6.889136,Click,1
2.168036,2.3737752,3.6333883,Click,1
-2.7115586,0.18136851,6.5720134,Click,1
2.2115588,2.3671947,3.5794592,Click,1
-2.2272851,-0.2411181,6.4065213,Click,1
-2.0966303,-3.0369318,5.6221056,Click,1
-2.521163,-0.693012,6.6537266,Click,1
4.3730097,8.674424,-0.67521036,Click,1
-3.0684702,-2.2572887,6.572853,Click,1
2.2532651,2.388032,3.5288181,Click,1
-1.8242284,-3.2366977,4.5246077,Click,1
5.8604565,12.811559,9.26952,Click,1
-1.8408136,-0.44991145,5.081075,Click,1
-1.8195888,-0.42709664,5.1085334,Click,1
-1.6107044,-0.78726745,5.9117975,Click,1
1.8345256,10.380231,4.4508076,Click,1
-1.1542861,-0.9517145,6.445266,Click,1
-3.0370073,-2.327707,6.5291266,Click,1
-0.91791356,4.5428014,1.2465596,Click,1
-2.3918571,0.040434532,6.3194194,Click,1
-1.8790131,-1.0353507,7.6526213,Click,1
-1.073154,-1.6312791,6.2004237,Click,1
-2.5119212,-2.4664724,5.6116443,Click,1
-2.829485,-1.803121,4.1019354,Click,1
-1.8702695,-2.7552495,6.3726263,Click,1
2.1844265,5.824042,0.13258609,Click,1
-1.9551913,-2.7946835,5.540197,Click,1
-2.1104243,-0.705479,5.1437182,Click,1
-2.7531543,-1.6089233,3.800822,Click,1
4.3217106,8.650417,-0.67652017,Click,1
-1.8817935,-0.47860944,5.0371065,Click,1
-2.6352015,-1.6393665,4.020726,Click,1
1.8180029,10.383683,4.442374,Click,1
1.8375565,2.261939,4.0912633,Click,1
2.6035028,6.525297,-0.9955899,Click,1
-1.0084872,-0.94853705,6.200455,Click,1
-2.5380127,-1.6172218,7.599691,Click,1
-2.4478617,-0.7032914,6.7743287,Click,1
-2.3984873,-1.3177211,10.16843,Click,1
-2.444987,-0.9379233,7.2223597,Click,1
-1.0056095,-0.9286778,6.4222083,Click,1
-2.0793595,-1.1769301,7.833628,Click,1
0.26015538,4.2561703,1.3585745,Click,1
-1.8778937,-1.5271086,5.7870913,Click,1
1.7976539,10.357683,4.421144,Click,1
-2.157473,-0.18106678,6.083523,Click,1
-2.4208763,-1.0636148,7.4424157,Click,1
-2.148024,-2.9083936,4.1090064,Click,1
1.6344452,2.9315531,3.7413108,Click,1
-1.7694303,-3.2055616,5.3000464,Click,1
-3.1044009,-2.2673793,6.5510535,Click,1
-1.9979175,-0.8318239,7.9662256,Click,1
-3.177988,-1.4442723,2.7232833,Click,1
-1.9944944,-2.6752505,6.711587,Click,1
1.8214983,2.4892533,3.7285185,Click,1
-1.9868076,-2.6814036,4.842911,Click,1
-1.8349372,-3.0260296,4.6391034,Click,1
-2.2959757,-2.8048751,3.878284,Click,1
-1.3686802,-0.9075203,6.5422897,Click,1
-2.3085873,-0.5577091,7.015671,Click,1
-2.5941384,-2.4956906,7.1333776,Click,1
-2.0851178,-3.2215858,5.886292,Click,1
1.586509,2.5913231,3.9383826,Click,1
-2.0985928,-0.3890549,6.0294657,Click,1
5.8876143,12.838701,9.240341,Click,1
-2.572226,-2.43227,3.7116406,Click,1
-1.868737,-3.3437262,5.3385134,Click,1
-2.2488549,-0.7019762,5.604888,Click,1
-1.2497711,-1.2135,6.5287256,Click,1
-2.3513157,-2.8138626,6.4684577,Click,1
-1.0021406,3.7089822,2.6747346,Click,1
-2.7510622,-1.1891588,3.5551817,Click,1
2.186717,5.759141,0.2710887,Click,1
-3.4969718,-1.7164286,1.9052728,Click,1
5.785295,12.761671,9.2788,Click,1
-2.153182,-0.13401915,6.0427594,Click,1
-2.4857419,-1.0912086,7.3457613,Click,1
-1.767215,-3.2716923,4.5338326,Click,1
-1.8286272,-0.45545846,5.2129374,Click,1
-1.5770524,3.0881035,3.8606408,Click,1
-2.148528,-2.7133157,4.267666,Click,1
-2.633868,-1.6511611,7.1944256,Click,1
-2.563279,-1.8333468,7.700081,Click,1
2.4863613,6.98383,-1.5323215,Click,1
1.8613386,4.737859,-0.083072945,Click,1
-1.8385881,-0.46818984,5.112321,Click,1
-2.7025833,-1.3698784,7.103018,Click,1
-1.9751023,-2.2484918,4.905406,Click,1
-1.7651138,-3.130728,4.6201997,Click,1
-2.2608871,-1.9104335,7.5605655,Click,1
-2.183507,-2.8890269,4.188599,Click,1
-2.362677,-2.7242873,3.848352,Click,1
-2.4496934,-1.7199413,7.6675425,Click,1
-2.0372448,-3.2067835,5.7405224,Click,1
-3.0707202,-2.2457268,6.513706,Click,1
-2.7050347,-1.7242643,7.3057966,Click,1
-3.3016114,-1.5947359,2.2445047,Click,1
-1.6781875,-1.9257431,7.9036007,Click,1
-2.9979236,-2.1011662,3.10015,Click,1
2.50399,6.9911475,-1.5123794,Click,1
-2.667671,-0.8668835,6.2926636,Click,1
-1.834343,-0.4252762,5.112476,Click,1
-1.89095,-2.8060875,6.3501897,Click,1
-1.7521433,-0.53465796,5.3503947,Click,1
-1.8786387,-3.3762953,5.4673147,Click,1
1.7951733,10.35765,4.4228063,Click,1
2.1877465,2.262337,3.6471348,Click,1
-1.7910771,-3.228718,4.563258,Click,1
-1.6831312,-2.7113833,6.4889297,Click,1
-2.5480065,-0.8105585,6.587497,Click,1
-3.3705165,-1.9076314,2.201028,Click,1
-1.8332151,-0.60767496,6.063358,Click,1
-0.9314243,4.5690136,1.2523605,Click,1
-3.079826,-2.0628278,2.914,Click,1
-2.5160701,-1.7964125,7.2286944,Click,1
-3.3857322,-1.9358671,2.1633449,Click,1
-2.6225047,-2.5907795,6.921849,Click,1
0.04274652,4.1948185,1.4208694,Click,1
-3.461978,-1.798477,1.975781,Click,1
2.3278425,6.8208084,-1.6812814,Click,1
2.5096571,7.0367484,-1.5394342,Click,1
-0.96898365,3.7405632,2.6354887,Click,1
-1.5979959,-1.7094271,9.166987,Click,1
1.9008405,2.0917747,4.275047,Click,1
-1.6463515,-3.384636,5.964529,Click,1
-1.6816609,-3.400412,5.9435983,Click,1
-0.9744068,3.7342546,2.6340463,Click,1
-2.3698637,-1.1309289,9.981399,Click,1
1.8728735,2.1876147,4.1792912,Click,1
0.3070074,4.271125,1.3420177,Click,1
1.8613275,10.427107,4.486043,Click,1
-0.9113664,4.5853524,1.2105609,Click,1
5.769456,12.762511,9.28717,Click,1
1.8113097,10.370127,4.4337287,Click,1
4.322621,8.612282,-0.648388,Click,1
0.31721762,4.2716103,1.3377072,Click,1
4.386849,8.570062,-0.641029,Click,1
1.8206843,2.8193254,3.6368394,Click,1
5.770945,12.743941,9.306395,Click,1
1.8024057,10.362013,4.4269195,Click,1
4.2934794,8.664483,-0.6468487,Click,1
5.956282,12.760898,9.073889,Click,1
1.811473,10.378422,4.4480624,Click,1
-0.570519,3.60571,1.9124994,Click,1
5.7469974,12.734563,9.34825,Click,1
0.8912719,4.255728,-0.16805677,Click,1
4.3941836,8.582365,-0.68926066,Click,1
-1.366811,-0.35821092,9.370767,Click,1
-1.6513898,-3.3912442,5.9712715,Click,1
2.3804715,6.883075,-1.6385441,Click,1
5.881852,12.730111,9.091376,Click,1
1.8181468,10.382756,4.4533195,Click,1
-0.4300906,4.0166245,1.7016746,Click,1
3.2572706,12.309947,6.386063,Click,1
1.6937535,5.897085,-2.0862417,Click,1
-1.0916293,-0.5530668,9.376684,Click,1
-1.4299953,-0.3885998,9.405509,Click,1
-2.7314975,-2.7046325,6.7502646,Click,1
1.9626645,5.2619643,0.7489673,Click,1
1.9421016,5.2449923,0.7577997,Click,1
2.097018,2.2142382,3.896019,Click,1
5.93013,12.805349,9.1877575,Click,1
1.005035,4.0442405,0.08064895,Click,1
-2.7190962,0.16339715,6.6048884,Click,1
-1.5869961,-0.44877192,9.466699,Click,1
-2.6965766,-1.4758956,7.407802,Click,1
-0.49054372,3.9571977,1.7670861,Click,1
0.984599,4.024492,0.029568464,Click,1
1.7366291,5.946087,-2.066872,Click,1
-0.92658246,4.5963783,1.2124598,Click,1
4.282393,8.69478,-0.6408227,Click,1
1.8220602,10.386241,4.449812,Click,1
-3.5944116,-1.5773039,1.7987152,Click,1
1.4231734,3.1296978,3.6714525,Click,1
-0.601888,-3.4378474,5.9840345,Click,1
1.9202503,5.2387905,0.7584272,Click,1
-0.5910728,3.5229795,1.9824661,Click,1
-0.53168064,3.9610665,1.7594379,Click,1
5.7377577,12.661594,9.078003,Click,1
1.7193481,5.925365,-2.0665145,Click,1
-0.9041693,4.5748215,1.2241448,Click,1
-2.2515712,5.3138614,3.2944434,Click,1
-1.195347,3.6074085,3.0174313,Click,1
-0.50286496,3.9496908,1.7689297,Click,1
1.6491647,2.935136,3.7220702,Click,1
1.6904494,2.3423803,4.1344304,Click,1
1.8558545,4.731474,-0.079425566,Click,1
-0.60985404,-3.4023263,5.9883776,Click,1
-1.5741272,-0.09971008,6.073445,Click,1
-0.46544877,3.8723164,1.8513112,Click,1
2.5574882,7.014903,-1.4531736,Click,1
3.6793962,9.216319,-0.7351857,Click,1
0.88576317,4.2480626,-0.16150573,Click,1
6.010272,12.886629,9.235597,Click,1
-1.7294514,3.765586,3.8130827,Click,1
5.943565,12.892697,9.343361,Click,1
-0.88197094,4.5448904,1.2524762,Click,1
-0.5600999,4.0235405,1.7099768,Click,1
1.6764458,2.9405077,3.7043355,Click,1
-1.55185,-0.86925,8.8724785,Click,1
1.8541753,4.7298045,-0.085674256,Click,1
-2.298874,5.372778,3.3136907,Click,1
-1.7492083,4.012327,3.7083008,Click,1
-0.51329225,3.9207401,1.8057315,Click,1
